source_file;status;new_sequence_id;new_filename;processed_timestamp
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\45-MMSS_META_FRACTAL_CRAFT_v4.omega+_20241020_FULL-ORIGINAL.md;DONE;241;241-45-mmss-meta-fractal-craft-v4-omega-20241020-full-original-md;2025-11-10T04:23:45.073033
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\46-MMSS_META_FRACTAL_CRAFT_v4.omega+_20251019-ORIGINAL.md;DONE;242;242-46-mmss-meta-fractal-craft-v4-omega-20251019-original-md;2025-11-10T04:23:45.153264
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\47-MMSS_META_FRACTAL_CRAFT_v4.omega20241019-ORIGINAL.md;DONE;243;243-47-mmss-meta-fractal-craft-v4-omega20241019-original-md;2025-11-10T04:23:45.269367
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\48-MMSS_META_FRACTAL_CRAFT_v4.omega_20241019_FULL-ORIGINAL.md;DONE;244;244-48-mmss-meta-fractal-craft-v4-omega-20241019-full-original-md;2025-11-10T04:23:45.343134
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\49-MMSS_META_FRACTAL_CRAFT_v4.omega_20251023_FULL-ORIGINAL.md;DONE;245;245-49-mmss-meta-fractal-craft-v4-omega-20251023-full-original-md;2025-11-10T04:23:45.372784
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\5-UNIFIED_ARCHITECTURAL_BLOCK_MMSS_V2-ORIGINAL.md;DONE;246;246-5-unified-architectural-block-mmss-v2-original-md;2025-11-10T04:23:45.402850
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\50-MMSS_META_FRACTAL_CRAFT_v7.0_20251002-ORIGINAL.md;DONE;247;247-50-mmss-meta-fractal-craft-v7-0-20251002-original-md;2025-11-10T04:23:45.461825
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\51-WEAVER-ORIGINAL.md;DONE;248;248-51-weaver-original-md;2025-11-10T04:23:45.570372
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\53-MMSS_META_FRACTAL_CRAFT_v4.omega_20241019_META-ORIGINAL.MD;DONE;249;249-53-mmss-meta-fractal-craft-v4-omega-20241019-meta-original-md;2025-11-10T04:23:45.715425
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\58-MMSS_META_FRACTAL_CRAFT_v7.0_20251002_META-ORIGINAL.md;DONE;250;250-58-mmss-meta-fractal-craft-v7-0-20251002-meta-original-md;2025-11-10T04:23:45.806502
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\6-VERIFIED-ORIGINAL.md;DONE;251;251-6-verified-original-md;2025-11-10T04:23:45.919189
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\65-Howitzer_D-30_Core-ORIGINAL.md;DONE;252;252-65-howitzer-d-30-core-original-md;2025-11-10T04:23:45.993531
D:\project\mmss_core\ai\system_patterns_collection_into_domains\source_files_done\7-vers3-ORIGINAL.md;DONE;253;253-7-vers3-original-md;2025-11-10T04:23:46.027572
